"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
768.251461631536 891.615000114869 1610.23651175872 1408.07708536196 898.171330260029 915.283330019866 660.378138220681 951.431503852354 731.897624102765 631.311925279793 699.836241925948 653.814809204531 510.869415116449 514.097490120857 598.457119376837 553.542149442528 527.54220868431 508.696141158028 527.459246037451 519.582069452148
5986.11836375288 1195.79021881042 990.472378774087 818.93863449641 1052.88905377318 583.347014072836 1150.46364353862 755.867640324615 668.18566661599 631.388565776082 602.642366241308 712.54569229019 631.420490973155 492.320317343206 590.620665117468 538.457003082127 506.763407503913 537.139833677045 530.357198983483 530.551949765103
1262.24092452299 919.104477510422 837.530621590405 1554.09699019926 1392.29389926209 1088.10363950549 638.276631467421 616.812151796737 640.332483495273 503.521577821495 523.92057892335 563.66240546515 527.951277059287 546.9132814569 523.940567210722 529.445544556408 504.961853154487 517.1414523262 511.85972117638 526.580299173736
1067.74618003558 573.362916425784 937.767475835094 1382.07920017025 627.816931428915 846.913808286446 705.788487407515 724.567312175388 676.478569541667 606.710188313049 594.544532403299 615.586017046567 600.551996890358 521.561457742434 542.292713449962 510.745593093537 538.329327466009 525.530930642264 508.040186579354 543.607159511791
2415.42358975224 1365.5497826425 644.196153895516 690.200910293327 737.170911692196 626.742504483127 723.722152324624 692.567524596543 563.805025537824 531.459757571896 590.682803242758 521.681505100991 563.531573448228 517.640948465131 544.037415899125 539.984473740287 541.923106131558 523.063685350395 512.507509079351 515.900670392085
1359.41988673887 1027.91897475349 704.993724752447 1586.56953186249 1007.908117012 964.791470245549 822.938235701021 397.421656453566 590.186724001816 481.589071790663 553.381274771292 557.404399052146 565.244431331218 511.530680637467 602.084959367297 492.767821270947 520.590265989957 530.51581194805 514.150265643457 491.4567232679
732.09439203424 685.936887434818 672.408272393785 621.24745930249 975.057272066143 683.465776323281 1105.88559068081 729.484696614575 672.936087119715 542.01992393446 656.893679539676 635.472589529653 597.816315521707 560.256866501736 526.556345115975 588.541677505183 508.442628345546 526.966827953924 516.581928104221 523.343320163967
7637.31775594706 1301.64706983078 637.940706097232 783.827680393448 756.84760522305 714.986600794084 863.709249662837 678.011874809635 769.265771819361 644.767203521009 519.093226730503 595.475502913517 519.812153265848 577.806042521409 516.482734661771 515.508794898518 557.855330222488 498.181774088101 523.276154409681 505.920195905673
1111.81355720877 1635.43730133575 1511.27430460696 754.650708845271 747.498640864544 1004.55987789227 663.331177536874 736.73464328955 837.5596901977 589.634638929219 594.563477120822 533.407766560494 612.851769629617 554.118540335405 566.115705071104 508.780456089944 518.50548089118 502.491984258748 506.300028250305 534.57679709289
1221.63531873545 1072.59515255969 1605.73597844594 877.175704754984 700.830102429392 690.099548611686 1047.16847006623 559.864096347721 657.381151785823 677.881678522352 557.360884658768 621.684577683863 481.558188548836 612.963016906796 499.056370598599 499.4857640926 520.405462824716 494.823025967288 508.865601390044 494.877017047577
