"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
9.64842496622671 6.62695723094968 10.8192545936914 7.36378700648986 11.4116703264835 6.95739637571238 9.40599169919788 8.94551904897312 7.63489248234158 7.05409592566124 6.42434460379364 6.58626307256279 6.17467817141078 6.47854918853503 6.17559484520852 5.86754010606491 5.77689751363402 5.65146851223301 5.46895134867992 5.24513860965131
14.4372079868441 9.24071954503768 9.14967783016101 7.41793422776394 7.72363552047034 9.27313829626282 7.22217367501845 7.92030671801698 7.43069418966048 7.09536669354423 7.52683476910755 6.57810676008064 6.4443205431576 6.61708331010529 6.24493532916219 6.27036592723023 5.90271751557856 5.44624675400702 5.54363999358174 5.34553555430724
10.3174250151257 5.97420242398028 10.9375074940946 8.89990056045843 6.36906745574389 7.87821227053258 7.79919693059839 8.03063334926072 7.28097977510544 7.90613129032285 7.54255696719332 6.56238342114799 6.78781775052227 6.7853139022262 5.88942089198607 6.30712784243453 5.89416236106784 5.7635948053271 5.4958755520163 5.40896014113439
9.07535225731138 15.4835005684682 8.05634005436246 8.99635713381263 7.17215484713919 9.12076283366873 9.04125771561026 5.94859058851576 6.62020642853672 7.74627990086041 6.5674100482917 6.67919869505679 6.40582348317656 6.33134228910495 6.18769677915992 5.86988483013106 5.6948081724945 5.49016102317526 5.5375247386517 5.47362813994776
12.8644537680435 7.3260264900338 10.6027540266776 11.3817647693262 9.03647113229383 8.02636065790734 6.98213186631413 7.29743837133377 6.42687635787392 7.30974780009921 6.68444922240506 6.45861599792272 7.26568238561271 6.33619951886659 6.27145069832856 5.88330372872361 5.72833670053218 5.55785415170524 5.57055799309791 5.45139218137163
9.32673812958063 15.1440538012953 12.5962764486698 11.089177954936 8.312341384475 8.02085533724717 8.72122412763243 7.27839445358833 7.79710814433666 7.14601048802172 6.68541317054014 7.13151822794259 6.59235343202843 6.58910142578796 5.89082806219887 5.9619763360742 5.85813883636856 5.62678135116965 5.52513368906406 5.48089596332832
16.9793906013084 12.0939141015729 11.3928694910337 6.4493993412358 7.89102686922962 6.35106116585231 8.41123330074409 7.6258575469638 7.78560042744086 7.31757093921055 6.99720551668362 7.30466330906753 6.94026609257538 6.87256576592252 6.10731091711266 5.98237859082673 5.76696625020268 5.68284993188145 5.62458339323905 5.32439877326232
22.8937817564559 11.5367411319205 8.84542984048694 10.7986990961002 9.63415757184244 7.68386394900421 8.30831506794557 8.24609426468479 6.82418731824951 8.01095654331937 7.15977146292256 6.95423031878784 6.9421231688314 6.35997282539399 6.55132867104541 5.97505680813486 5.6265707455007 5.71894856060312 5.44092570505883 5.30934414769567
9.70784161390745 14.2426863474398 7.0317408698517 12.2228709555864 6.83207358187036 9.23238293312771 8.46118614756728 6.9452317777174 6.83810049098447 6.46792053578007 7.61850876101353 6.19540940909062 6.66949961382003 6.8304962000335 6.25170793559425 6.30621265603557 5.66992516059715 5.69000253714795 5.42904553942005 5.43265209097181
11.9450692715812 8.91341510175915 8.11959619389966 7.20162619062324 10.2091879542166 11.2901583339123 5.31371104428086 7.87853119555909 7.59323180672586 7.51316727521485 7.57840340995914 7.00516584178482 6.60785120271971 6.25810114831285 6.28431516587216 5.84267791425848 5.61844318216445 5.71738738981092 5.40460390700745 5.47248592302054
15.9332090100585 14.6823974391505 16.2501534447778 6.6767588498051 7.36427394068822 9.55602294460706 8.38655011677103 6.68052775165779 7.23982600427554 6.08474273885531 7.48361365925884 6.4797456073109 6.58184959657671 6.3103373260996 6.25614203388834 5.87162074413545 6.06161809483621 5.7949722003447 5.55835281030185 5.41715298177113
6.47354998433185 13.2919832951857 8.43335484582251 8.38561713085572 5.59705580753787 7.48486454581958 5.90275552825584 6.5942836359408 7.40417740316781 6.886775557216 7.30463129176063 7.03441782114324 6.52996744738297 5.99626116585868 6.3046117113836 5.73001774161541 5.72742967027255 5.42279681691746 5.51152002941015 5.42828770230053
9.45539198031152 15.1121436971076 11.6615320221689 7.75413446876008 6.87179467636628 10.1200732480729 6.63061648066636 7.11409449875111 7.8721456619169 8.06673326378248 7.1396763264646 6.49541073225492 6.90381712635144 6.0977846946412 6.2924457166741 6.03292775975408 5.79580160555522 5.72625257262343 5.56759105583912 5.37129316965201
5.44422665837015 6.80544347114696 6.66315718537145 9.85422779635074 6.3288850840013 6.94075106254862 8.80730589542988 6.89997159867775 7.29117262278914 7.71103482815163 6.78027281150169 6.93165489415261 6.9345532987894 6.23035550360425 6.23082055424884 6.07682888605906 5.70082975706703 5.69295118256505 5.39376071632863 5.28921173609851
13.2843799789747 12.0572154035436 12.516126959818 10.3212366509408 11.9652802250094 9.68984445671176 9.22849498276095 6.30141578959917 8.28208602913179 7.1567755011372 7.36306766708387 6.91748765837561 6.69069524365492 6.26144107860284 5.9276461132249 5.80949543991089 5.95227567803833 5.63073310498953 5.54631237058566 5.36661543797695
5.68080666526157 12.76345173266 7.73578999584276 10.4896746976902 8.22371716077438 8.34535239093992 8.51879100333839 8.66988942354735 7.5066110880218 6.28689584710157 7.89771093448579 6.83361534852575 6.3877839342293 6.68260248808643 6.33660836086514 6.055551424399 5.83677746055903 5.5684881426615 5.42246616451838 5.37711959898655
9.77696928057606 6.8481138865172 9.04815053374276 11.9544691415939 13.0419408719281 7.3164078697589 7.31395710151336 6.36382739624344 8.05545552936995 7.63794633025657 6.56072760172894 6.6501506800415 6.34617672321432 6.41464891960807 6.20297854712822 6.01467421027171 5.86133606935874 5.61102668460191 5.41488469168075 5.26670670330544
5.48182817738463 7.29935030371411 7.64868899773002 9.50117987493663 9.09971980984497 7.31302104094156 9.11279498303982 7.18214403430861 7.63534517960444 7.68888532396062 7.370458005927 6.58638538735057 6.63707276653581 6.31043134102355 6.39365058722244 6.06353462189252 5.62473825134657 5.73741193304401 5.34842580155487 5.34285982693466
16.4145539908723 9.40163710379389 14.9865482086032 8.06137347723234 6.80359784937238 8.29362844436548 8.2809374933875 7.31449810118722 6.60125736434849 7.24584831910474 7.0207297743153 6.84707760647437 6.10295997382218 6.29295776444822 6.55293150406294 6.12276725603319 5.49220582519923 5.66177813435216 5.52481857674531 5.39815812885995
11.6678190623056 16.5401710773616 12.568590265032 11.5161486577105 6.8383172467048 6.42205707301314 8.0216076455317 7.96237298694549 6.6886583051791 6.93766238578897 7.38877045414288 6.44599451978286 7.21372328878455 6.37859051242044 6.41976904974739 6.03439390540531 5.87027408373206 5.8060276080338 5.39484678241464 5.40144525859487
17.3074745393156 7.50142189197886 8.03846113108015 9.88678193537447 8.20045309166347 8.2782347013932 6.62728194991811 7.67326784004847 8.4261587219734 7.48345016422452 7.25389453944981 6.78347370929696 6.39939264791261 6.54454550641865 6.07699192997143 6.02719326764553 5.62317177193837 5.70940397586805 5.55804316513801 5.28383403168445
14.4801666535716 17.4286996605501 10.1542821037545 10.0944905264376 9.67481826419954 6.26339203627903 8.57731001092878 7.78889939560806 7.95346073591629 7.13693510426177 7.22549014176587 6.82845008690296 6.69360295466926 6.59640424909229 6.13445563918973 6.39312113337558 5.68224307316471 5.49563264428062 5.37314799599278 5.24262145023941
9.22204161307403 9.76164473898673 12.1940545407456 8.83979966487525 8.24335455094544 10.1566062107287 7.9373492092455 7.37884200557688 6.59353082627852 7.98196631308286 7.36624638581049 7.28406273454967 6.36763905123469 5.97376262508441 6.24976150683104 6.08963783813883 5.94420521217836 5.71838684053473 5.52452392772163 5.28253400456875
14.3486783788639 9.78951030964625 7.37743126682385 8.61510565611181 9.86854183653872 6.94919454333447 9.26826651556203 7.09000371980642 7.8547696121958 7.17152921732736 7.05203210589086 7.06045011729225 6.63670172723479 6.7230721587807 6.1994825709807 6.06838344552353 5.8059773660808 5.70706476308688 5.19879988521893 5.20788574372684
15.5098324008384 13.222389799152 5.77928830454727 8.71820234879156 6.6739677308647 7.62357507853588 6.52754846924584 7.90681927499066 7.7404743826632 7.41559880479222 7.42497445514909 7.04602343452488 6.95063331677007 6.35759975242042 5.89884517505036 5.86699855724757 5.50491983961418 5.60347494312466 5.54935624508353 5.23563531271634
13.7118447387442 4.18272674898794 8.95969151918364 6.54687276940255 6.94551339531277 7.90129228191397 6.89589601628571 8.42952014943078 6.16639749580147 8.96190786298141 6.7870765175034 6.51975785013633 6.99033966274227 6.35877476599929 6.08091173964597 6.06155360211932 5.66137809695115 5.66545677185529 5.58953754624422 5.41795982109274
6.64870012462391 9.67029517545688 11.7691613987726 9.62488064113367 8.99767831528324 7.89746624854865 7.57644966004922 7.71094182436875 7.71325474186361 6.6603589744838 6.38899270970433 6.69208215243549 6.5118974463206 6.34562904676491 6.25478766802762 5.66099484450894 5.60959876547368 5.66124006707306 5.44388106806141 5.42033833223224
13.8026396964975 7.22571291301585 8.21460130449181 7.67632678063742 10.3703278340391 9.27805288245492 8.43771350038943 9.19986508618062 7.51965831457606 8.16624363618489 6.32245822227701 6.20553468753333 6.87696597663855 6.24251324570837 6.23858835747493 5.89159536625727 5.68156725707221 5.70485261400871 5.41154596054255 5.25409709552022
13.1006797769537 16.4030126662308 8.96474894153103 9.39556495320352 9.1640648493944 9.87929469208136 7.22194252724371 7.0372110264892 7.188507613478 6.89769219905995 6.80769085826908 6.88670548969927 6.88121295989404 6.32090020740754 6.13423970926691 6.10024056319254 5.69492912321307 5.50447951671476 5.52714878718741 5.31353539923861
16.5145260871454 10.1836270566733 7.11700380588887 5.75955570269394 7.69430099970527 8.89746438040449 7.15256582168474 8.65218743356136 7.31780430640707 6.16546037710779 7.22542099309841 8.09010616999895 6.44549625034249 6.67237976712919 6.18922393914979 5.7335227315714 5.5243452879898 5.59085263142312 5.58468790237174 5.42882933067494
